,id,fund_code,fund_name,company_id,fund_short_name,fund_legal_name,fund_pinyin,fund_risk_level,share_type,fund_type,type1_id,type2_id,type3_id,help_type4_id,is_money_fund,hf_incomeratio,income,incomeratio,incomeratio_t001,incomeratio_s010,netvalue,total_netvalue,navdate,fund_state,min_share,day_incratio,month_incratio,quarter_incratio,year_incratio,this_year_incratio,half_year_incratio,three_year_incratio,feerate1,sina_feerate1,feerate2,sina_feerate2,discountrate2,feerate3,sina_feerate3,dayinc,subscribe_state,declare_state,withdraw_state,valuagr_state,trend_state,hopedeclare_state,declareend_day,redeemend_day,open_day,is_forbidbuybyredeem,trans_flag,fundsub_type,subscribe_beigin,sina_subscribe_beigin,help_sina_subscribe_beigin,sina_subscribe_end,subscribe_end,zjzfe,fund_scale,fund_manager,u_time,c_time,to_this_day_incratio,l_day,forbidbonustype,status,qdii_confirm_day,ta_code,min_value1,min_value2,can_buy,type2_id_desc,jz_and_sy,min_value
990,2240,2980,华夏创新前沿股票,80000222,华夏创新前沿股票,华夏创新前沿股票型证券投资基金,hxjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0269,0.0,2.276,2.276,2020-11-11,0,1.0,-0.0269,0.0206,0.0426,0.8489,0.6985,0.3279,1.0691,0.0,0.0,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2016-12-02,2016-12-02 00:00:00,0000-00-00 00:00:00,2016-12-02 00:00:00,2016-12-02,99999999.9999,,"[{'name': '林晶', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30474230'}, {'name': '屠环宇', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30649984'}]",2020-11-12 15:37:26,2016-12-08 09:31:02,1.276,2,0,1,0,03,1000,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1000.0
1026,2282,519133,海富通改革驱动混合,80000246,海富通改革驱动混合,海富通改革驱动灵活配置混合型证券投资基金,hftjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0092,0.0,2.479,2.479,2020-11-11,0,10.0,-0.0092,0.0403,0.0897,1.0556,0.7886,0.4703,1.2475,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '周雪军', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30176255'}]",2020-11-12 15:09:58,2016-12-09 09:21:21,1.9195,2,0,1,0,99,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
1082,2411,1538,上投科技前沿混合,80050229,上投科技前沿混合,上投摩根科技前沿灵活配置混合型证券投资基金,stmgjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0188,0.0,2.5821,2.5821,2020-11-11,0,10.0,-0.0188,0.0044,0.0647,0.8779,0.7577,0.4696,1.1287,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2020-05-22 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '李德辉', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30457109'}]",2020-11-12 15:31:27,2016-12-16 09:21:09,1.5821,2,0,1,0,37,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
1085,2414,1714,工银文体产业股票,80064225,工银文体产业股票,工银瑞信文体产业股票型证券投资基金,gyrxjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0167,0.0,3.0580000000000003,3.0580000000000003,2020-11-11,0,1.0,-0.0167,0.038,0.0918,0.7925,0.6548,0.4695,1.275,0.012,0.0012,0.015,0.0015,0.1,0.003,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '袁芳', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30368056'}]",2020-11-12 15:32:52,2016-12-16 09:21:09,2.458,2,0,1,0,48,1,1,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1.0
1086,2415,1715,工银新焦点灵活配置混合A,80064225,工银新焦点灵活配置混合A,工银瑞信新焦点灵活配置混合型证券投资基金,gyrxjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0189,0.0,2.082,2.082,2020-11-11,0,10.0,-0.0189,0.0431,0.1033,0.757,0.659,0.4438,0.9422,0.012,0.0012,0.015,0.0015,0.1,0.0,0.0,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,85287700.0,,"[{'name': '李昱', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30536754'}]",2020-11-12 15:32:54,2016-12-16 09:21:09,1.082,2,0,1,0,48,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
1105,2436,161903,万家优选混合,80000240,万家优选混合,万家行业优选混合型证券投资基金(LOF）,wjjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0407,0.0,2.056,2.056,2020-11-11,0,0.0,-0.0407,0.0626,0.0936,1.0045,0.8354,0.3235,1.8065,0.01,0.001,0.015,0.0015,0.0,0.005,0.001,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-10-23 00:00:00,2020-11-12 00:00:00,2020-11-12,99999999.9999,,"[{'name': '黄兴亮', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30266289'}]",2020-11-12 14:57:19,2016-12-16 09:21:26,9.2159,2,0,1,0,98,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
1159,2493,481010,工银瑞信中小盘混合,80064225,工银瑞信中小盘混合,工银瑞信中小盘成长混合型证券投资基金,gyrxjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0261,0.0,3.06,3.06,2020-11-11,0,10.0,-0.0261,0.0465,0.1538,1.1748,0.9793,0.6585,1.2222,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-04-18 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '黄安乐', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30139227'}]",2020-11-12 15:16:47,2016-12-16 09:21:29,2.06,2,0,1,0,48,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
1225,2559,160632,鹏华中证酒指数,80000230,鹏华中证酒指数,鹏华中证酒指数分级证券投资基金,phjjglyxgs,高风险,A,F,x1001,x2002,x3008,h4002,0,0.0,0.0,0.0,0.0029,0.0,1.3730000000000002,1.3730000000000002,2020-11-11,0,0.01,0.0029,0.1846,0.2892,0.8652,0.8071,0.7406,1.4533,0.01,0.001,0.012,0.0012,0.1,0.005,0.001,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,2016-12-16,2016-12-16 00:00:00,0000-00-00 00:00:00,2016-12-16 00:00:00,2016-12-16,99999999.9999,,"[{'name': '闫冬', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30585899'}]",2020-11-12 15:09:34,2016-12-19 09:01:26,2.5604,2,0,1,0,98,1000,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1000.0
1300,2635,165516,信诚周期轮动股票,80066470,信诚周期轮动股票,信诚周期轮动混合型证券投资基金(LOF),zxbcjjglyxgs,中等风险,A,U,x1001,x2001,x3004,,0,0.0,0.0,0.0,-0.0225,0.0,4.2989999999999995,4.2989999999999995,2020-11-11,0,1.0,-0.0225,0.0496,0.1245,0.9235,0.7533,0.5753,0.982,0.012,0.0012,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,2016-12-21,2016-12-21 00:00:00,0000-00-00 00:00:00,2016-12-21 00:00:00,2016-12-21,79519500.0,,"[{'name': '吴昊', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30366076'}, {'name': '张弘', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30232790'}]",2020-11-12 15:12:57,2016-12-23 09:21:34,4.3634,2,0,1,0,98,1000,1000,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
1373,2710,519714,交银消费新驱动股票,80064562,交银消费新驱动股票,交银施罗德消费新驱动股票型证券投资基金,jysldjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0066,0.0,1.821,1.821,2020-11-11,0,1.0,-0.0066,0.1431,0.20600000000000002,0.9009,0.8431,0.6645,1.1151,0.01,0.001,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,2017-01-05,2017-01-05 00:00:00,0000-00-00 00:00:00,2017-01-05 00:00:00,2017-01-05,99999999.9999,,"[{'name': '韩威俊', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30384529'}]",2020-11-12 15:15:11,2017-01-09 09:11:44,4.6509,2,0,1,0,99,1000,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1000.0
1447,2790,4075,交银医药创新股票,80064562,交银医药创新股票,交银施罗德医药创新股票型证券投资基金,jysldjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0287,0.0,3.0864,3.0864,2020-11-11,0,1.0,-0.0287,-0.015,-0.0456,0.7757,0.7522,0.3993,1.7031,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,2017-02-20,2017-02-20 00:00:00,0000-00-00 00:00:00,2017-03-31 00:00:00,2017-03-31,99999999.9999,,"[{'name': '楼慧源', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30300507'}]",2020-11-12 15:33:40,2017-02-23 09:21:35,2.0864,2,0,1,0,99,10,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),10.0
1503,2850,1856,易方达环保主题混合,80000229,易方达环保主题混合,易方达环保主题灵活配置混合型证券投资基金,yfdjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0112,0.0,2.742,2.742,2020-11-11,0,0.0,-0.0112,0.0538,0.1565,1.0132,0.8147,0.6139,1.4548,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2017-04-28,2017-04-28 00:00:00,0000-00-00 00:00:00,2017-06-01 00:00:00,2017-06-01,99999999.9999,,"[{'name': '祁禾', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30500247'}]",2020-11-12 15:36:20,2017-05-04 09:21:22,1.742,2,0,1,0,11,1,1,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
1554,2910,3984,嘉实新能源新材料股票A,80000223,嘉实新能源新材料股票A,嘉实新能源新材料股票型证券投资基金,jsjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0181,0.0,2.3704,2.3704,2020-11-11,0,1.0,-0.0181,0.0677,0.1414,1.0419,0.7485,0.5508,0.9629,0.012,0.0012,0.015,0.0015,0.1,0.0075,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-11-27 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '姚志鹏', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30410503'}]",2020-11-12 15:42:29,2017-07-24 09:20:55,1.3704,2,0,1,0,07,1,1,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1.0
1555,2911,3985,嘉实新能源新材料股票C,80000223,嘉实新能源新材料股票C,嘉实新能源新材料股票型证券投资基金,jsjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0182,0.0,2.3426,2.3426,2020-11-11,0,1.0,-0.0182,0.0672,0.14,1.0316,0.7409,0.5469,0.9489,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '姚志鹏', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30410503'}]",2020-11-12 15:42:30,2017-07-24 09:20:55,1.3426,2,0,1,0,07,1,1,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1.0
1563,2919,4868,交银股息优化混合,80064562,交银股息优化混合,交银施罗德股息优化混合型证券投资基金,jysldjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0064,0.0,2.5178,2.5178,2020-11-11,0,1.0,-0.0064,0.1505,0.2182,0.9163,0.8418,0.6816,1.2968,0.012,0.0012,0.015,0.0015,0.1,0.0,0.0,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,2017-07-21,2017-07-21 00:00:00,0000-00-00 00:00:00,2017-08-21 00:00:00,2017-08-21,99999999.9999,,"[{'name': '韩威俊', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30384529'}]",2020-11-12 15:14:30,2017-07-24 09:20:55,1.5176,2,0,1,0,99,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
1572,2928,4895,华商鑫安混合,80053204,华商鑫安混合,华商鑫安灵活配置混合型证券投资基金,hsjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0268,0.0,1.815,1.815,2020-11-11,0,1.0,-0.0268,0.0689,0.1218,1.1873,1.0124,0.5421,0.9773,0.012,0.0012,0.015,0.0015,0.1,0.0025,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2017-07-28,2017-07-28 00:00:00,0000-00-00 00:00:00,2017-09-01 00:00:00,2017-09-01,99999999.9999,,"[{'name': '梁皓', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30130644'}]",2020-11-12 15:14:33,2017-07-31 09:20:53,1.0386,2,0,1,0,63,1,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
1769,3154,2542,长城久鼎混合,80000239,长城久鼎混合,长城久鼎灵活配置混合型证券投资基金,ccjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0055,0.0,2.2449,2.2449,2020-11-11,0,0.0,-0.0055,-0.0408,-0.0233,1.0123,0.8868,0.4935,1.1711,0.0,0.0,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2020-07-19 00:00:00,2020-11-12 00:00:00,2020-11-12,99999999.9999,,"[{'name': '廖瀚博', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30194214'}]",2020-11-12 14:58:06,2018-07-11 00:07:42,1.2449,2,0,1,0,20,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
1785,3172,200012,长城中小盘混合,80000239,长城中小盘混合,长城中小盘成长混合型证券投资基金,ccjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0156,0.0,3.0319,3.0319,2020-11-11,0,0.0,-0.0156,-0.003,-0.012,0.7977,0.7463,0.342,0.9726,0.0,0.0,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2020-05-11 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '何以广', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30333328'}]",2020-11-12 15:05:22,2018-07-12 22:41:10,2.0319,2,0,1,0,20,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
1946,3342,160518,博时睿远定增灵活配置混合,80000226,博时睿远定增灵活配置混合,博时睿远事件驱动灵活配置混合型证券投资基金(LOF),bsjjglyxgs,中高风险,A,A,x1002,x2004,x3010,h4002,0,0.0,0.0,0.0,-0.013000000000000001,0.0,1.972,1.972,2020-11-11,4,0.0,-0.013000000000000001,0.0077,0.0501,0.7639,0.5455,0.3262,0.9563,0.015,0.0015,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '陈伟', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30625307'}]",2020-11-12 15:07:56,2018-12-04 09:07:16,0.972,2,0,1,0,98,100,100,"{'show': '暂停购买', 'canbuy': None}",,/(11-11),100.0
2039,3457,2446,广发稳鑫保本混合,80000248,广发稳鑫保本混合,广发利鑫灵活配置混合型证券投资基金,gfjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0088,0.0,2.583,2.583,2020-11-11,4,1.0,-0.0088,0.0349,0.0556,0.9778,0.8717,0.4922,1.4414,0.0,0.0,0.015,0.006,0.4,0.02,0.002,1.0,0,0,0,0,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '李巍', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30131310'}, {'name': '段涛', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30659469'}]",2020-11-12 15:36:46,2018-12-04 13:56:49,1.5830000000000002,2,0,1,0,27,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
2060,3478,150220,前海开源健康指数B,80280038,前海开源健康指数B,前海开源中证健康产业指数分级证券投资基金,qhkyjjglyxgs,中高风险,A,U,x1003,x2008,x3014,,0,0.0,0.0,0.0,-0.0286,0.0,1.088,1.088,2020-11-11,4,0.0,-0.0286,-0.0397,-0.0803,1.2545,1.3927,0.5632,1.1476,0.0,0.0,0.012,0.0012,0.1,0.0,0.0,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '陶曙斌', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30484400'}]",2020-11-12 15:10:54,2018-12-04 14:01:49,1.2635,2,0,1,0,98,0,1000,"{'show': '暂停购买', 'canbuy': None}",,/(11-11),0.01
2165,3587,161706,招商优质成长（LOF）混合,80036782,招商优质成长（LOF）混合,招商优质成长混合型证券投资基金(LOF),zsjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,0.0006,0.0,3.2582,3.2582,2020-11-11,0,1.0,0.0006,0.0257,0.057,0.8103,0.7601,0.5696,1.0646,0.0,0.0,0.015,0.0015,0.0,0.005,0.001,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-12 00:00:00,2020-11-12,99999999.9999,,"[{'name': '贾成东', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30251016'}]",2020-11-12 14:58:26,2019-01-02 12:17:16,11.1522,2,0,1,0,98,0,100,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
2186,3608,161725,招商白酒指数分级,80036782,招商白酒指数分级,招商中证白酒指数分级证券投资基金,zsjjglyxgs,高风险,A,F,x1001,x2002,x3008,h4002,0,0.0,0.0,0.0,0.0012,0.0,1.1822,1.1822,2020-11-11,0,0.01,0.0012,0.2089,0.3077,0.7989,0.7583,0.7625,1.4286,0.0,0.0,0.01,0.001,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-07-05 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '侯昊', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30510736'}]",2020-11-12 15:03:43,2019-01-02 15:16:09,3.4668,2,1,1,0,98,0,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),0.01
2533,4009,160918,大成中小盘混合（LOF）,80000225,大成中小盘混合（LOF）,大成中小盘混合型证券投资基金(LOF),dcjjglyxgs,中等风险,A,G,x1001,x2001,x3004,,0,0.0,0.0,0.0,-0.0252,0.0,3.438,3.438,2020-11-11,0,0.0,-0.0252,0.0047,-0.0124,0.7568,0.5742,0.2838,0.9718,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '魏庆国', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30326158'}]",2020-11-12 15:11:08,2019-05-21 17:11:57,3.6146,1,0,1,0,98,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
2650,4149,2780,前海联合泓鑫混合A,80516201,前海联合泓鑫混合A,新疆前海联合泓鑫灵活配置混合型证券投资基金,xjqhlhjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0104,0.0,2.7539,2.7539,2020-11-11,0,0.0,-0.0104,0.0672,0.1372,1.0245,0.8611,0.5209,1.6328,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '何杰', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30073201'}]",2020-11-12 15:34:45,2019-07-05 09:22:02,1.7539,2,0,1,0,4M,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
2669,4169,1716,工银新趋势灵活配置混合A,80064225,工银新趋势灵活配置混合A,工银瑞信新趋势灵活配置混合型证券投资基金,gyrxjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0288,0.0,2.595,2.595,2020-11-11,0,10.0,-0.0288,0.0553,0.1195,1.0353,0.8942,0.5558,1.1752,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,7535070.0,,"[{'name': '何肖颉', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30038667'}]",2020-11-12 15:36:34,2019-07-24 08:24:42,1.595,2,0,1,0,48,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
2670,4170,1997,工银新趋势灵活配置混合C,80064225,工银新趋势灵活配置混合C,工银瑞信新趋势灵活配置混合型证券投资基金,gyrxjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0288,0.0,2.4290000000000003,2.4290000000000003,2020-11-11,0,10.0,-0.0288,0.0547,0.1178,1.0225,0.8829,0.5501,1.1307,0.0,0.0,0.0,0.0,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,29208800.0,,"[{'name': '何肖颉', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30038667'}]",2020-11-12 15:36:35,2019-07-24 08:24:42,1.429,2,0,1,0,48,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
2778,4344,3230,创金合信医疗保健股票A,80461121,创金合信医疗保健股票A,创金合信医疗保健行业股票型证券投资基金,cjhxjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0303,0.0,2.7906,2.7906,2020-11-11,0,0.01,-0.0303,-0.0133,-0.026000000000000002,0.7659,0.7803,0.2845,1.4292,0.0,0.0,0.015,0.0015,0.0,0.0075,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-11-15 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '皮劲松', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30569337'}]",2020-11-12 15:39:51,2019-10-29 10:29:10,1.7012,1,0,1,0,3M,10,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),10.0
2779,4346,3231,创金合信医疗保健股票C,80461121,创金合信医疗保健股票C,创金合信医疗保健行业股票型证券投资基金,cjhxjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0303,0.0,2.7628,2.7628,2020-11-11,0,0.01,-0.0303,-0.0139,-0.0277,0.7534,0.7694,0.28,1.401,0.0,0.0,0.0,0.0,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2020-01-23 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '皮劲松', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30569337'}]",2020-11-12 15:39:53,2019-10-29 10:29:10,1.5235,1,0,1,0,3M,10,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),10.0
