,id,fund_code,fund_name,company_id,fund_short_name,fund_legal_name,fund_pinyin,fund_risk_level,share_type,fund_type,type1_id,type2_id,type3_id,help_type4_id,is_money_fund,hf_incomeratio,income,incomeratio,incomeratio_t001,incomeratio_s010,netvalue,total_netvalue,navdate,fund_state,min_share,day_incratio,month_incratio,quarter_incratio,year_incratio,this_year_incratio,half_year_incratio,three_year_incratio,feerate1,sina_feerate1,feerate2,sina_feerate2,discountrate2,feerate3,sina_feerate3,dayinc,subscribe_state,declare_state,withdraw_state,valuagr_state,trend_state,hopedeclare_state,declareend_day,redeemend_day,open_day,is_forbidbuybyredeem,trans_flag,fundsub_type,subscribe_beigin,sina_subscribe_beigin,help_sina_subscribe_beigin,sina_subscribe_end,subscribe_end,zjzfe,fund_scale,fund_manager,u_time,c_time,to_this_day_incratio,l_day,forbidbonustype,status,qdii_confirm_day,ta_code,min_value1,min_value2,can_buy,type2_id_desc,jz_and_sy,min_value
2367,3821,2573,建信汇利灵活配置混合,80065990,建信汇利灵活配置混合,建信汇利灵活配置混合型证券投资基金,jxjjglyxzrgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0179,0.0,1.9921,1.9921,2020-11-11,0,0.0,-0.0179,0.0186,0.0273,0.4783,0.4048,0.3176,0.9588,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,53284900.0,,"[{'name': '邱宇航', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30079449'}]",2020-11-12 15:26:19,2019-03-25 10:14:53,0.9921,2,0,1,0,53,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
2816,4428,310388,申万菱信消费增长混合,80045188,申万菱信消费增长混合,申万菱信消费增长混合型证券投资基金,swlxjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0176,0.0,2.5639999999999996,2.5639999999999996,2020-11-11,0,0.0,-0.0176,0.0008,0.0191,0.8029,0.7274,0.4872,0.958,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2020-07-02 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '杨扬', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30664303'}, {'name': '孙琳', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30164232'}]",2020-11-12 15:33:29,2019-11-18 10:26:19,2.8789999999999996,2,0,1,0,31,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
3138,4855,519655,银河服务混合,80000237,银河服务混合,银河现代服务主题灵活配置混合型证券投资基金,yhjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0178,0.0,1.99,1.99,2020-11-11,0,10.0,-0.0178,0.0507,0.0619,0.8274,0.7832,0.4144,0.9567,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '钱睿南', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30043115'}]",2020-11-12 15:05:24,2020-05-20 09:52:00,0.99,2,0,1,0,99,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
1946,3342,160518,博时睿远定增灵活配置混合,80000226,博时睿远定增灵活配置混合,博时睿远事件驱动灵活配置混合型证券投资基金(LOF),bsjjglyxgs,中高风险,A,A,x1002,x2004,x3010,h4002,0,0.0,0.0,0.0,-0.013000000000000001,0.0,1.972,1.972,2020-11-11,4,0.0,-0.013000000000000001,0.0077,0.0501,0.7639,0.5455,0.3262,0.9563,0.015,0.0015,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '陈伟', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30625307'}]",2020-11-12 15:07:56,2018-12-04 09:07:16,0.972,2,0,1,0,98,100,100,"{'show': '暂停购买', 'canbuy': None}",,/(11-11),100.0
1764,3147,1880,长城中国智造混合,80000239,长城中国智造混合,长城中国智造灵活配置混合型证券投资基金,ccjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0285,0.0,2.0251,2.0251,2020-11-11,0,0.0,-0.0285,-0.0105,-0.0035,0.7383,0.6759999999999999,0.3102,0.9547,0.0,0.0,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-09-11 00:00:00,2020-11-13 00:00:00,2020-11-13,38418800.0,,"[{'name': '雷俊', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30309434'}]",2020-11-12 15:03:21,2018-07-11 00:07:42,1.0251,2,0,1,0,20,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
597,1697,206009,鹏华新兴产业混合,80000230,鹏华新兴产业混合,鹏华新兴产业混合型证券投资基金,phjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0183,0.0,4.1819999999999995,4.1819999999999995,2020-11-11,0,0.01,-0.0183,-0.0231,-0.0245,0.6952,0.6556,0.2746,0.9527,0.012,0.0012,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '梁浩', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30079581'}]",2020-11-12 15:04:13,2016-09-13 11:08:13,3.9247,2,0,1,0,6,1,1,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
247,1184,217010,招商大盘蓝筹股票,80036782,招商大盘蓝筹股票,招商大盘蓝筹混合型证券投资基金,zsjjglyxgs,中高风险,A,U,x1001,x2001,x3006,,0,0.0,0.0,0.0,-0.0155,0.0,3.045,3.045,2020-11-11,0,1.0,-0.0155,0.0371,0.0722,0.7745,0.6648,0.3835,0.9519,0.0,0.0,0.015,0.0015,0.1,0.0,0.0,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '郭锐', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30176884'}]",2020-11-12 15:02:56,2016-05-13 08:50:11,3.8473,2,0,1,0,17,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
1555,2911,3985,嘉实新能源新材料股票C,80000223,嘉实新能源新材料股票C,嘉实新能源新材料股票型证券投资基金,jsjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0182,0.0,2.3426,2.3426,2020-11-11,0,1.0,-0.0182,0.0672,0.14,1.0316,0.7409,0.5469,0.9489,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '姚志鹏', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30410503'}]",2020-11-12 15:42:30,2017-07-24 09:20:55,1.3426,2,0,1,0,07,1,1,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1.0
1363,2699,519694,交银蓝筹混合,80064562,交银蓝筹混合,交银施罗德蓝筹混合型证券投资基金,jysldjjglyxgs,中等风险,A,0,x1001,x2001,x3004,,0,0.0,0.0,0.0,-0.0179,0.0,1.1027,1.1027,2020-11-11,0,1.0,-0.0179,-0.0115,-0.0721,0.6219,0.5262,0.2587,0.9475,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,2017-01-05,2017-01-05 00:00:00,0000-00-00 00:00:00,2017-01-05 00:00:00,2017-01-05,99999999.9999,,"[{'name': '王少成', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30063821'}]",2020-11-12 15:13:41,2017-01-09 09:11:44,1.374,2,0,1,0,99,1000,1,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
124,1005,2160,南方转型驱动灵活配置混合,80000220,南方转型驱动灵活配置混合,南方转型驱动灵活配置混合型证券投资基金,nfjjglgfyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0245,0.0,2.83,2.83,2020-11-11,0,0.0,-0.0245,-0.017,0.0071,0.7204,0.6349,0.3606,0.9464,0.012,0.0012,0.015,0.0015,0.1,0.0075,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2016-02-21,2016-02-21 00:00:00,0000-00-00 00:00:00,2016-03-21 00:00:00,2016-03-21,99999999.9999,,"[{'name': '应帅', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30037591'}]",2020-11-12 15:42:14,2016-04-07 15:10:07,1.83,2,0,1,0,01,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
898,2097,1955,中欧养老混合,80065113,中欧养老混合,中欧养老产业混合型证券投资基金,zojjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0044,0.0,2.488,2.488,2020-11-11,0,1.0,-0.0044,0.1043,0.1023,0.5737,0.4533,0.3655,0.9438,0.012,0.0012,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '王健', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30052841'}, {'name': '许文星', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30548122'}]",2020-11-12 15:38:34,2016-11-14 09:40:40,1.4880000000000002,1,0,1,0,60,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
1086,2415,1715,工银新焦点灵活配置混合A,80064225,工银新焦点灵活配置混合A,工银瑞信新焦点灵活配置混合型证券投资基金,gyrxjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0189,0.0,2.082,2.082,2020-11-11,0,10.0,-0.0189,0.0431,0.1033,0.757,0.659,0.4438,0.9422,0.012,0.0012,0.015,0.0015,0.1,0.0,0.0,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,85287700.0,,"[{'name': '李昱', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30536754'}]",2020-11-12 15:32:54,2016-12-16 09:21:09,1.082,2,0,1,0,48,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
3264,4983,160605,鹏华中国50混合,80000230,鹏华中国50混合,鹏华中国50开放式证券投资基金,phjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0062,0.0,2.7119999999999997,2.7119999999999997,2020-11-11,0,0.01,-0.0062,0.1002,0.1443,0.6537,0.6496,0.5392,0.9329999999999999,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,0000-00-00 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '王宗合', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30066292'}]",2020-11-12 15:13:56,2020-08-07 10:27:29,11.9799,2,0,1,0,98,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
390,1360,470008,汇添富策略回报混合,80053708,汇添富策略回报混合,汇添富策略回报混合型证券投资基金,htfjjglgfyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.016,0.0,3.505,3.505,2020-11-11,0,1.0,-0.016,0.0355,0.0494,0.7974,0.6892,0.4574,0.9322,0.012,0.0012,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '顾耀强', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30054653'}]",2020-11-12 15:14:56,2016-08-11 09:10:22,2.8753,1,0,1,0,47,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
127,1009,2293,南方益和灵活配置混合,80000220,南方益和灵活配置混合,南方益和灵活配置混合型证券投资基金,nfjjglgfyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0184,0.0,2.073,2.073,2020-11-11,0,0.0,-0.0184,0.0333,0.0836,0.5703,0.4909,0.3689,0.9302,0.01,0.001,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2016-01-06,2016-01-06 00:00:00,0000-00-00 00:00:00,2016-01-08 00:00:00,2016-01-08,76974200.0,,"[{'name': '黄春逢', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30138925'}]",2020-11-12 15:31:31,2016-04-07 15:10:07,1.073,2,0,1,0,01,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
1416,2757,160133,南方天元新产业股票(LOF),80000220,南方天元新产业股票(LOF),南方天元新产业股票型证券投资基金,nfjjglgfyxgs,高风险,A,G,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0154,0.0,4.336,4.336,2020-11-11,0,0.0,-0.0154,-0.0018,0.0018,0.5552,0.5045,0.2525,0.9271,0.012,0.0012,0.015,0.0015,0.0,0.005,0.001,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,2017-01-09,2017-01-09 00:00:00,0000-00-00 00:00:00,2017-01-09 00:00:00,2017-01-09,99999999.9999,,"[{'name': '蒋秋洁', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30310831'}]",2020-11-12 15:06:15,2017-01-18 09:11:36,3.4332,2,0,1,0,98,1000,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1000.0
2159,3581,4784,招商稳健优选股票,80036782,招商稳健优选股票,招商稳健优选股票型证券投资基金,zsjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0277,0.0,1.9413,1.9413,2020-11-11,0,1.0,-0.0277,0.0125,0.0452,0.7274,0.6705,0.4094,0.9268,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-03-05 00:00:00,2020-11-12 00:00:00,2020-11-12,39151400.0,,"[{'name': '钟赟', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30477859'}]",2020-11-12 14:56:55,2019-01-02 12:17:15,0.9413,2,0,1,0,17,0,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),0.01
1383,2720,519732,交银定期支付双息平衡混合,80064562,交银定期支付双息平衡混合,交银施罗德定期支付双息平衡混合型证券投资基金,jysldjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0143,0.0,5.456,5.456,2020-11-11,0,1.0,-0.0143,0.0298,0.0482,0.5456,0.4484,0.2772,0.9259,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,2017-01-05,2017-01-05 00:00:00,0000-00-00 00:00:00,2017-01-05 00:00:00,2017-01-05,99999999.9999,,"[{'name': '杨浩', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30348370'}]",2020-11-12 15:15:21,2017-01-09 09:11:44,4.456,2,0,1,0,99,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
623,1732,40035,华安逆向策略混合,80000228,华安逆向策略混合,华安逆向策略混合型证券投资基金,hajjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0144,0.0,5.489,5.489,2020-11-11,0,1.0,-0.0144,0.0135,0.0566,0.7354,0.6144,0.456,0.9253,0.0,0.0,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '崔莹', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30336376'}]",2020-11-12 15:30:43,2016-09-14 09:50:49,6.7963,2,0,1,0,4,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
899,2098,1938,中欧时代先锋股票,80065113,中欧时代先锋股票,中欧时代先锋股票型发起式证券投资基金,zojjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0163,0.0,1.8418,1.8418,2020-11-11,0,0.01,-0.0163,0.0992,0.0887,0.5039,0.3924,0.3472,0.9227,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-11-27 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '周应波', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30359017'}]",2020-11-12 15:37:08,2016-11-14 09:40:40,2.5717,1,0,1,0,60,1,1,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1.0
983,2233,2264,华夏乐享健康混合,80000222,华夏乐享健康混合,华夏乐享健康灵活配置混合型证券投资基金,hxjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0211,0.0,2.182,2.182,2020-11-11,0,1.0,-0.0211,-0.0307,-0.1386,0.58,0.5302,0.1406,0.9225,0.0,0.0,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2016-12-02,2016-12-02 00:00:00,0000-00-00 00:00:00,2016-12-02 00:00:00,2016-12-02,99999999.9999,,"[{'name': '陈斌', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30312272'}]",2020-11-12 14:55:56,2016-12-08 09:31:00,1.182,2,0,1,0,03,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
537,1584,2291,诺安安鑫灵活配置混合,80049689,诺安安鑫灵活配置混合,诺安安鑫灵活配置混合型证券投资基金,najjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0107,0.0,1.9572,1.9572,2020-11-11,0,0.01,-0.0107,0.0306,0.0317,0.6318,0.596,0.3741,0.9207,0.01,0.001,0.015,0.0015,0.1,0.0075,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '王创练', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30054556'}]",2020-11-12 15:31:29,2016-09-06 09:00:32,0.9572,2,1,1,0,32,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
1088,2417,1718,工银物流产业股票,80064225,工银物流产业股票,工银瑞信物流产业股票型证券投资基金,gyrxjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0182,0.0,2.597,2.597,2020-11-11,0,10.0,-0.0182,0.063,0.1599,0.6354,0.5152,0.4764,0.9194,0.012,0.0012,0.015,0.0015,0.1,0.0,0.0,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,49283200.0,,"[{'name': '张宇帆', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30374970'}]",2020-11-12 15:32:56,2016-12-16 09:21:09,1.597,2,0,1,0,48,10,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),10.0
940,2154,519091,新华泛资源优势混合,80000249,新华泛资源优势混合,新华泛资源优势灵活配置混合型证券投资基金,xhjjglgfyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0174,0.0,5.088,5.088,2020-11-11,0,1.0,-0.0174,0.0242,0.0471,0.6546,0.4842,0.2588,0.9193,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '栾超', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30364514'}]",2020-11-12 15:21:38,2016-11-28 09:11:09,4.088,2,0,1,0,99,500,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),500.0
912,2111,1811,中欧明睿新常态混合,80065113,中欧明睿新常态混合,中欧明睿新常态混合型证券投资基金,zojjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0128,0.0,2.0780000000000003,2.0780000000000003,2020-11-11,0,0.01,-0.0128,0.092,0.0868,0.5091,0.3937,0.3546,0.9178,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-11-27 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '周应波', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30359017'}]",2020-11-12 15:34:48,2016-11-14 09:40:41,1.5484,1,0,1,0,60,1,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
1453,2797,2168,嘉实智能汽车股票,80000223,嘉实智能汽车股票,嘉实智能汽车股票型证券投资基金,jsjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0179,0.0,2.967,2.967,2020-11-11,0,1.0,-0.0179,0.0665,0.1286,0.8486,0.5995,0.4196,0.9167,0.012,0.0012,0.015,0.0015,0.1,0.0075,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '姚志鹏', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30410503'}]",2020-11-12 15:42:18,2017-02-27 09:21:16,1.9669999999999999,2,0,1,0,07,1,1,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1.0
556,1623,162204,泰达宏利精选混合,80000238,泰达宏利精选混合,泰达宏利行业精选混合型证券投资基金,tdhljjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0219,0.0,6.848,6.848,2020-11-11,0,0.0,-0.0219,0.0569,0.0717,0.7441,0.6844,0.5203,0.9147,0.01,0.001,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-07 00:00:00,2020-11-12 00:00:00,2020-11-12,99999999.9999,,"[{'name': '张勋', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30272606'}, {'name': '冀楠', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30157718'}]",2020-11-12 14:58:53,2016-09-08 09:30:16,10.8806,1,0,1,0,22,1,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
2187,3609,161726,招商生物医药分级,80036782,招商生物医药分级,招商国证生物医药指数分级证券投资基金,zsjjglyxgs,高风险,A,F,x1001,x2002,x3008,h4002,0,0.0,0.0,0.0,-0.0367,0.0,0.9032,0.9032,2020-11-11,0,0.01,-0.0367,-0.0856,-0.1968,0.6202,0.6212,0.2227,0.9136,0.0,0.0,0.01,0.001,0.0,0.005,0.001,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2020-02-17 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '侯昊', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30510736'}]",2020-11-12 15:03:45,2019-01-02 15:16:09,0.4247,2,1,1,0,98,0,1000,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),0.01
1093,2422,1998,工银新焦点灵活配置混合C,80064225,工银新焦点灵活配置混合C,工银瑞信新焦点灵活配置混合型证券投资基金,gyrxjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0193,0.0,2.029,2.029,2020-11-11,0,10.0,-0.0193,0.0421,0.1015,0.7476,0.6496,0.439,0.9087,0.0,0.0,0.0,0.0,0.0,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,26398400.0,,"[{'name': '李昱', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30536754'}]",2020-11-12 15:38:51,2016-12-16 09:21:10,1.0290000000000001,2,0,1,0,48,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
