,id,fund_code,fund_name,company_id,fund_short_name,fund_legal_name,fund_pinyin,fund_risk_level,share_type,fund_type,type1_id,type2_id,type3_id,help_type4_id,is_money_fund,hf_incomeratio,income,incomeratio,incomeratio_t001,incomeratio_s010,netvalue,total_netvalue,navdate,fund_state,min_share,day_incratio,month_incratio,quarter_incratio,year_incratio,this_year_incratio,half_year_incratio,three_year_incratio,feerate1,sina_feerate1,feerate2,sina_feerate2,discountrate2,feerate3,sina_feerate3,dayinc,subscribe_state,declare_state,withdraw_state,valuagr_state,trend_state,hopedeclare_state,declareend_day,redeemend_day,open_day,is_forbidbuybyredeem,trans_flag,fundsub_type,subscribe_beigin,sina_subscribe_beigin,help_sina_subscribe_beigin,sina_subscribe_end,subscribe_end,zjzfe,fund_scale,fund_manager,u_time,c_time,to_this_day_incratio,l_day,forbidbonustype,status,qdii_confirm_day,ta_code,min_value1,min_value2,can_buy,type2_id_desc,jz_and_sy,min_value
1001,2251,519918,华夏兴和混合,80000222,华夏兴和混合,华夏兴和混合型证券投资基金,hxjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0083,0.0,2.741,2.741,2020-11-11,0,0.0,-0.0083,0.0916,0.1907,0.7593,0.6462,0.6502,0.7582,0.012,0.0012,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2020-05-21 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '李彦', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30663405'}]",2020-11-12 15:17:03,2016-12-08 09:31:13,1.733,2,0,1,0,99,100,1,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),100.0
111,862,70032,嘉实优化红利混合,80000223,嘉实优化红利混合,嘉实优化红利混合型证券投资基金,jsjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0078,0.0,2.305,2.305,2020-11-11,0,1.0,-0.0078,0.0847,0.1283,0.5627,0.5169,0.4586,0.7572,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-11-27 00:00:00,2020-11-12 00:00:00,2020-11-12,99999999.9999,,"[{'name': '常蓁', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30322229'}]",2020-11-12 14:56:24,2016-04-07 15:10:03,4.2781,2,0,1,0,7,1,1,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
3142,4859,519620,银河君荣混合C,80000237,银河君荣混合C,银河君荣灵活配置混合型证券投资基金,yhjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0084,0.0,1.8238,1.8238,2020-11-11,0,10.0,-0.0084,0.0913,0.125,0.4517,0.3695,0.3649,0.7545,0.0,0.0,0.0,0.0,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,3550900.0,,"[{'name': '刘铭', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30462988'}]",2020-11-12 15:06:09,2020-05-20 09:52:15,0.8846,2,0,1,0,99,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
1763,3146,1879,长城创业板指数增强A,80000239,长城创业板指数增强A,长城创业板指数增强型发起式证券投资基金,ccjjglyxgs,高风险,A,F,x1001,x2002,x3008,h4002,0,0.0,0.0,0.0,-0.0321,0.0,2.0796,2.0796,2020-11-11,0,0.0,-0.0321,-0.0007,-0.0059,0.6974,0.6046,0.2833,0.7535,0.0,0.0,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2020-02-24 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '雷俊', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30309434'}, {'name': '王卫林', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30630148'}]",2020-11-12 15:08:49,2018-07-11 00:07:42,1.0796,2,0,1,0,20,1000,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1000.0
35,191,202007,南方隆元产业主题混合,80000220,南方隆元产业主题混合,南方隆元产业主题混合型证券投资基金,nfjjglgfyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0171,0.0,1.4369999999999998,1.4369999999999998,2020-11-11,0,0.0,-0.0171,-0.0028,-0.0021,0.4813,0.4333,0.2517,0.7507,0.015,0.0015,0.015,0.0015,0.1,0.0,0.0,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '蒋秋洁', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30310831'}]",2020-11-12 15:00:56,2015-10-16 09:00:03,0.4477,2,0,1,0,1,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
723,1893,233007,大摩卓越成长混合,80036797,大摩卓越成长混合,摩根士丹利华鑫卓越成长混合型证券投资基金,mgsdlhjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0098,0.0,3.8957,3.8957,2020-11-11,0,10.0,-0.0098,0.0329,0.0538,0.4628,0.3965,0.3237,0.75,0.012,0.0012,0.015,0.0015,0.1,0.0025,0.001,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '王大鹏', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30316743'}]",2020-11-12 15:04:46,2016-09-27 09:10:42,3.5692,2,0,1,0,33,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
142,1024,50010,博时特许价值混合,80000226,博时特许价值混合,博时特许价值混合型证券投资基金,bsjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0279,0.0,2.929,2.929,2020-11-11,0,10.0,-0.0279,-0.0051,-0.0171,0.5739,0.4014,0.2411,0.7487,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-03-07 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '曾鹏', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30207218'}, {'name': '肖瑞瑾', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30469322'}]",2020-11-12 15:37:16,2016-04-07 15:10:07,3.0808,2,0,1,0,5,500,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),500.0
524,1571,320007,诺安成长混合,80049689,诺安成长混合,诺安成长混合型证券投资基金,najjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0642,0.0,1.719,1.719,2020-11-11,0,0.01,-0.0642,0.0624,-0.0962,0.5843,0.3829,0.0825,0.747,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-11-27 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '蔡嵩松', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30582948'}]",2020-11-12 15:23:16,2016-09-06 09:00:31,1.5747,2,0,1,0,32,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
1097,2426,2594,工银现代服务业混合,80064225,工银现代服务业混合,工银瑞信现代服务业灵活配置混合型证券投资基金,gyrxjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0209,0.0,1.966,1.966,2020-11-11,0,10.0,-0.0209,0.0587,0.0761,0.6890000000000001,0.6315,0.4917,0.746,0.012,0.0012,0.015,0.0015,0.1,0.0,0.0,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,43141900.0,,"[{'name': '王筱苓', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30040414'}, {'name': '胡志利', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30349255'}]",2020-11-12 15:35:00,2016-12-16 09:21:16,0.966,2,0,1,0,48,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
3051,4768,3378,泰康策略优选混合,80061674,泰康策略优选混合,泰康策略优选灵活配置混合型证券投资基金,tkzcglyxzrgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0174,0.0,1.9441,1.9441,2020-11-11,0,1000.0,-0.0174,0.0638,0.0875,0.5896,0.5269,0.44299999999999995,0.745,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '宋仁杰', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30621577'}]",2020-11-12 15:29:42,2020-04-24 10:55:24,1.0141,2,0,1,0,4C,0,1000,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
352,1292,1822,华商智能生活混合,80053204,华商智能生活混合,华商智能生活灵活配置混合型证券投资基金,hsjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0336,0.0,1.5819999999999999,1.5819999999999999,2020-11-11,0,1.0,-0.0336,-0.0406,-0.1072,0.6583,0.5124,0.1497,0.7442,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-09-17 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '高兵', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30326412'}]",2020-11-12 15:34:52,2016-08-03 08:50:18,0.5820000000000001,2,0,1,0,63,1,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
1066,2334,660010,农银策略精选混合,80092233,农银策略精选混合,农银汇理策略精选混合型证券投资基金,nyhljjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0095,0.0,2.0953,2.0953,2020-11-11,0,100.0,-0.0095,0.0581,0.1003,0.6372,0.5946,0.3688,0.7439,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '张峰', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30353306'}]",2020-11-12 15:20:35,2016-12-15 09:51:06,1.0957,2,0,1,0,66,1000,1000,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
574,1659,398051,中海新能源股票,80046614,中海新能源股票,中海环保新能源主题灵活配置混合型证券投资基金,zhjjglyxgs,中高风险,A,U,x1001,x2001,x3006,,0,0.0,0.0,0.0,-0.0214,0.0,1.735,1.735,2020-11-11,0,1.0,-0.0214,0.0638,0.19899999999999998,0.9965,0.711,0.5859,0.7437,0.012,0.0012,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-12 00:00:00,2020-11-12,99999999.9999,,"[{'name': '刘俊', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30057702'}]",2020-11-12 14:59:19,2016-09-12 09:20:16,0.735,1,0,1,0,39,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
590,1675,1864,中海魅力长三角混合,80046614,中海魅力长三角混合,中海魅力长三角灵活配置混合型证券投资基金,zhjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0159,0.0,2.42,2.42,2020-11-11,0,1.0,-0.0159,0.0324,0.0558,0.8319,0.6724,0.3444,0.7435,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,23077200.0,,"[{'name': '许定晴', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30057703'}, {'name': '陈星', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30667180'}]",2020-11-12 15:36:23,2016-09-12 09:20:18,1.42,1,0,1,0,39,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
513,1560,320018,诺安新动力混合,80049689,诺安新动力混合,诺安新动力灵活配置混合型证券投资基金,najjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0126,0.0,2.975,2.975,2020-11-11,0,0.01,-0.0126,0.0595,0.0994,0.5503,0.3987,0.3492,0.7408,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,27447600.0,,"[{'name': '曲泉儒', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30590557'}]",2020-11-12 15:23:28,2016-09-06 09:00:31,2.3206,2,0,1,0,32,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
2580,4077,3581,新疆联合国民健康混合A,80516201,新疆联合国民健康混合A,新疆前海联合国民健康产业灵活配置混合型证券投资基金,xjqhlhjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0,0.0,0.0,-0.0236,0.0,1.906,1.906,2020-11-11,0,0.0,-0.0236,-0.0379,-0.0517,0.6793,0.6823,0.3091,0.7406,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2020-04-13 00:00:00,2020-11-13 00:00:00,2020-11-13,47803900.0,,"[{'name': '林材', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30184620'}]",2020-11-12 15:35:16,2019-07-03 14:24:52,0.9059999999999999,2,0,1,0,4M,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
595,1695,206012,鹏华价值精选股票,80000230,鹏华价值精选股票,鹏华价值精选股票型证券投资基金,phjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0222,0.0,2.638,2.638,2020-11-11,0,0.01,-0.0222,0.0057,0.0158,0.8031,0.6932,0.4845,0.7390000000000001,0.012,0.0012,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '张航', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30560281'}]",2020-11-12 15:04:15,2016-09-13 11:08:13,1.6380000000000001,2,0,1,0,6,10,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),10.0
238,1175,20005,国泰金马稳健混合,80000224,国泰金马稳健混合,国泰金马稳健回报证券投资基金,gtjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,0.0,0.0,1.584,1.584,2020-11-11,0,0.0,0.0,0.121,0.1821,0.5711,0.511,0.4572,0.7317,0.012,0.0012,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '李恒', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30474612'}]",2020-11-12 15:19:26,2016-05-09 09:50:12,8.0311,2,0,1,0,02,10,1,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
1457,2801,3634,嘉实农业产业股票,80000223,嘉实农业产业股票,嘉实农业产业股票型证券投资基金,jsjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.0071,0.0,2.0636,2.0636,2020-11-11,0,1.0,-0.0071,-0.0005,-0.0575,0.5081,0.5567,0.2748,0.7312,0.012,0.0012,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '姚爽', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30455765'}]",2020-11-12 15:35:41,2017-02-27 09:21:23,1.0636,2,0,1,0,07,1,1,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1.0
2334,3774,165313,建信优势股票,80065990,建信优势股票,建信优势动力混合型证券投资基金,jxjjglyxzrgs,中等风险,A,U,x1001,x2001,x3004,,0,0.0,0.0,0.0,-0.0162,0.0,2.675,2.675,2020-11-11,0,0.0,-0.0162,0.07,0.1081,0.6792,0.5616,0.4382,0.7292,0.0,0.0,0.015,0.0015,0.0,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '姜锋', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30079448'}]",2020-11-12 15:05:49,2019-03-25 10:14:30,1.8099,2,0,1,0,98,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
500,1527,100029,富国天成红利混合,80000221,富国天成红利混合,富国天成红利灵活配置混合型证券投资基金,fgjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0183,0.0,1.7078,1.7078,2020-11-11,0,0.01,-0.0183,0.0098,0.0466,0.6212,0.5702,0.3433,0.7283,0.0,0.0,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '侯梧', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30307263'}]",2020-11-12 15:30:27,2016-09-05 09:21:53,4.0267,2,0,1,0,10,1,1,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
504,1531,100022,富国天瑞强势混合,80000221,富国天瑞强势混合,富国天瑞强势地区精选混合型证券投资基金,fgjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0132,0.0,0.9839,0.9839,2020-11-11,0,0.01,-0.0132,0.021,0.0538,0.7538,0.6882,0.4581,0.7275,0.0,0.0,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '厉叶淼', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30347894'}]",2020-11-12 15:30:22,2016-09-05 09:21:53,16.0295,2,0,1,0,10,1,1,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
1110,2441,164401,前海开源健康指数,80280038,前海开源健康指数,前海开源中证健康产业指数分级证券投资基金,qhkyjjglyxgs,高风险,A,U,x1001,x2002,x3008,,0,0.0,0.0,0.0,-0.015,0.0,1.054,1.054,2020-11-11,0,0.0,-0.015,-0.0186,-0.0366,0.6444,0.6854,0.3279,0.727,0.01,0.001,0.012,0.0012,0.1,0.005,0.001,1.0,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-03-05 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '陶曙斌', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30484400'}]",2020-11-12 15:09:46,2016-12-16 09:21:26,0.9163,2,0,1,0,98,1000,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),1000.0
194,1099,2595,博时工业4.0主题股票,80000226,博时工业4.0主题股票,博时工业4.0主题股票型证券投资基金,bsjjglyxgs,高风险,A,U,x1001,x2002,x3007,,0,0.0,0.0,0.0,-0.019,0.0,2.061,2.061,2020-11-11,0,10.0,-0.019,-0.0143,-0.0328,0.5392,0.374,0.2707,0.7261,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,2016-04-24,2016-04-24 00:00:00,0000-00-00 00:00:00,2016-05-23 00:00:00,2016-05-23,42681700.0,,"[{'name': '兰乔', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30370312'}]",2020-11-12 15:35:01,2016-04-25 09:30:07,1.061,2,0,1,0,05,100,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),100.0
502,1529,100026,富国天合稳健优选混合,80000221,富国天合稳健优选混合,富国天合稳健优选混合型证券投资基金,fgjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0127,0.0,2.1017,2.1017,2020-11-11,0,0.01,-0.0127,0.0336,0.0802,0.5464,0.4399,0.3508,0.7235,0.0,0.0,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '张啸伟', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30072853'}]",2020-11-12 15:30:24,2016-09-05 09:21:53,9.7753,2,0,1,0,10,1,1,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1.0
244,1181,217013,招商中小盘股票,80036782,招商中小盘股票,招商中小盘精选混合型证券投资基金,zsjjglyxgs,中高风险,A,U,x1001,x2001,x3006,,0,0.0,0.0,0.0,-0.0212,0.0,3.0989999999999998,3.0989999999999998,2020-11-11,0,1.0,-0.0212,0.0337,0.1005,0.7169,0.6183,0.4327,0.7226,0.0,0.0,0.015,0.0015,0.1,0.0,0.0,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,74530300.0,,"[{'name': '韩冰', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30330731'}]",2020-11-12 15:03:00,2016-05-13 08:50:11,2.099,2,0,1,0,17,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
378,1348,470098,汇添富逆向投资混合,80053708,汇添富逆向投资混合,汇添富逆向投资混合型证券投资基金,htfjjglgfyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0138,0.0,3.3689999999999998,3.3689999999999998,2020-11-11,0,1.0,-0.0138,0.0777,0.1126,0.6678,0.5328,0.5114,0.7224,0.012,0.0012,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '董超', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30665811'}]",2020-11-12 15:16:33,2016-08-11 09:10:22,3.7119999999999997,1,0,1,0,47,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.0
719,1889,233011,大摩主题优选混合,80036797,大摩主题优选混合,摩根士丹利华鑫主题优选混合型证券投资基金,mgsdlhjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0149,0.0,3.714,3.714,2020-11-11,0,10.0,-0.0149,0.07,0.1358,0.7195,0.6135,0.5221,0.7183,0.012,0.0012,0.015,0.0015,0.1,0.005,0.001,1.0,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,61280900.0,,"[{'name': '缪东航', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30299886'}]",2020-11-12 15:04:50,2016-09-27 09:10:42,3.7893,2,0,1,0,33,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
1068,2336,660012,农银消费主题混合,80092233,农银消费主题混合,农银汇理消费主题混合型证券投资基金,nyhljjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0,0.0,0.0,-0.0134,0.0,4.7,4.7,2020-11-11,0,100.0,-0.0134,0.0884,0.14400000000000002,0.9042,0.8397,0.5436,0.7163,0.012,0.0012,0.015,0.0015,0.1,0.015,0.0015,1.0,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2020-06-29 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '徐文卉', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30493894'}]",2020-11-12 15:20:38,2016-12-15 09:51:06,4.0619,2,0,1,0,66,1000,1000,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.0
