id,fund_code,fund_name,company_id,fund_short_name,fund_legal_name,fund_pinyin,fund_risk_level,share_type,fund_type,type1_id,type2_id,type3_id,help_type4_id,is_money_fund,hf_incomeratio,income,incomeratio,incomeratio_t001,incomeratio_s010,netvalue,total_netvalue,navdate,fund_state,min_share,day_incratio,month_incratio,quarter_incratio,year_incratio,this_year_incratio,half_year_incratio,three_year_incratio,feerate1,sina_feerate1,feerate2,sina_feerate2,discountrate2,feerate3,sina_feerate3,dayinc,subscribe_state,declare_state,withdraw_state,valuagr_state,trend_state,hopedeclare_state,declareend_day,redeemend_day,open_day,is_forbidbuybyredeem,trans_flag,fundsub_type,subscribe_beigin,sina_subscribe_beigin,help_sina_subscribe_beigin,sina_subscribe_end,subscribe_end,zjzfe,fund_scale,fund_manager,u_time,c_time,to_this_day_incratio,l_day,forbidbonustype,status,qdii_confirm_day,ta_code,min_value1,min_value2,can_buy,type2_id_desc,jz_and_sy,min_value
1567,320011,诺安中小盘精选混合,80049689,诺安中小盘精选混合,诺安中小盘精选混合型证券投资基金,najjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0000,0.0000,0.0000,-0.0092,0.0000,2.6970,2.6970,2020-11-11,0,0.01,-0.0092,0.0306,0.0381,0.3690,0.3163,0.3188,0.3293,0.0120,0.0012,0.0150,0.0015,0.1000,0.0025,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-02-16 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '韩冬燕', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30362797'}]",2020-11-12 15:23:21,2016-09-06 09:00:31,3.2643,2,0,1,0,32,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.00
1568,320010,诺安中证100指数,80049689,诺安中证100指数,诺安中证100指数证券投资基金,najjglyxgs,高风险,A,F,x1001,x2002,x3008,h4002,0,0.0000,0.0000,0.0000,-0.0036,0.0000,1.9440,1.9440,2020-11-11,0,0.01,-0.0036,0.0758,0.1179,0.3725,0.3174,0.3425,0.5451,0.0100,0.0010,0.0120,0.0012,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '梅律吾', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30041150'}]",2020-11-12 15:23:19,2016-09-06 09:00:31,1.1013,2,0,1,0,32,10,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),10.00
1569,320009,诺安增利债券B,80049689,诺安增利债券B,诺安增利债券型证券投资基金,najjglyxgs,中低风险,A,E,x1001,x2003,x3005,,0,0.0000,0.0000,0.0000,-0.0073,0.0000,1.6310,1.6310,2020-11-11,0,0.01,-0.0073,0.0118,-0.0012,0.2802,0.1836,0.1295,0.2762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0015,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,9539030.0000,,"[{'name': '裴禹翔', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30389840'}, {'name': '张立', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30660018'}]",2020-11-12 15:23:18,2016-09-06 09:00:31,0.8505,1,0,1,0,32,10,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),10.00
1570,320008,诺安增利债券A,80049689,诺安增利债券A,诺安增利债券型证券投资基金,najjglyxgs,中低风险,A,E,x1001,x2003,x3005,,0,0.0000,0.0000,0.0000,-0.0074,0.0000,1.7380,1.7380,2020-11-11,0,0.01,-0.0074,0.0122,0.0006,0.2865,0.1888,0.1330,0.2951,0.0060,0.0010,0.0080,0.0010,0.1000,0.0005,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,22706100.0000,,"[{'name': '裴禹翔', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30389840'}, {'name': '张立', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30660018'}]",2020-11-12 15:23:17,2016-09-06 09:00:31,0.9649,1,0,1,0,32,10,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),10.00
1571,320007,诺安成长混合,80049689,诺安成长混合,诺安成长混合型证券投资基金,najjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0000,0.0000,0.0000,-0.0642,0.0000,1.7190,1.7190,2020-11-11,0,0.01,-0.0642,0.0624,-0.0962,0.5843,0.3829,0.0825,0.7470,0.0120,0.0012,0.0150,0.0015,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-11-27 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '蔡嵩松', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30582948'}]",2020-11-12 15:23:16,2016-09-06 09:00:31,1.5747,2,0,1,0,32,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.00
1572,320006,诺安灵活配置混合,80049689,诺安灵活配置混合,诺安灵活配置混合型证券投资基金,najjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0000,0.0000,0.0000,-0.0262,0.0000,2.7460,2.7460,2020-11-11,0,0.01,-0.0262,0.0429,0.0277,0.3648,0.2505,0.1745,0.1002,0.0150,0.0015,0.0180,0.0018,0.1000,0.0000,0.0000,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '张强', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30480551'}]",2020-11-12 15:22:00,2016-09-06 09:00:31,3.5892,2,0,1,0,32,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.00
1573,320005,诺安价值混合,80049689,诺安价值混合,诺安价值增长混合型证券投资基金,najjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0000,0.0000,0.0000,-0.0138,0.0000,1.6350,1.6350,2020-11-11,0,0.01,-0.0138,0.0110,0.0202,0.3923,0.3575,0.2694,0.4227,0.0120,0.0012,0.0150,0.0015,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '王创练', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30054556'}]",2020-11-12 15:21:59,2016-09-06 09:00:31,2.3179,2,0,1,0,32,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.00
1574,320004,诺安优化债券,80049689,诺安优化债券,诺安优化收益债券型证券投资基金,najjglyxgs,中低风险,A,A,x1001,x2003,x3003,h4001,0,0.0000,0.0000,0.0000,-0.0103,0.0000,1.4677,1.4677,2020-11-11,0,0.01,-0.0103,0.0244,0.0067,0.2533,0.2025,0.1241,0.4033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0015,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '谢志华', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30062366'}]",2020-11-12 15:21:58,2016-09-06 09:00:31,1.7581,0,0,1,0,32,10,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),10.00
1575,320003,诺安先锋混合,80049689,诺安先锋混合,诺安先锋混合型证券投资基金,najjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0000,0.0000,0.0000,-0.0175,0.0000,2.1012,2.1012,2020-11-11,0,0.01,-0.0175,-0.0068,-0.0387,0.5720,0.4784,0.3027,0.4238,0.0100,0.0010,0.0150,0.0015,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-07 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '杨谷', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30040459'}, {'name': '张堃', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30349640'}]",2020-11-12 15:21:57,2016-09-06 09:00:31,6.9292,2,0,1,0,32,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.00
1576,320002,诺安货币,80049689,诺安货币,诺安货币市场证券投资基金,najjglyxgs,低风险,A,2,x1001,x2005,x3019,,0,0.5183,0.0000,0.0191,0.0000,0.0191,0.5183,0.5183,2020-11-11,0,0.01,0.0000,0.0019,0.0044,0.0165,0.0133,0.0067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,0,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,89434200.0000,,"[{'name': '谢志华', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30062366'}, {'name': '岳帅', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30443910'}]",2020-11-12 15:09:56,2016-09-06 09:00:31,0.0133,0,1,1,0,32,10,0,"{'show': '暂停购买', 'canbuy': None}",货币型,/(11-11),10.00
