id,fund_code,fund_name,company_id,fund_short_name,fund_legal_name,fund_pinyin,fund_risk_level,share_type,fund_type,type1_id,type2_id,type3_id,help_type4_id,is_money_fund,hf_incomeratio,income,incomeratio,incomeratio_t001,incomeratio_s010,netvalue,total_netvalue,navdate,fund_state,min_share,day_incratio,month_incratio,quarter_incratio,year_incratio,this_year_incratio,half_year_incratio,three_year_incratio,feerate1,sina_feerate1,feerate2,sina_feerate2,discountrate2,feerate3,sina_feerate3,dayinc,subscribe_state,declare_state,withdraw_state,valuagr_state,trend_state,hopedeclare_state,declareend_day,redeemend_day,open_day,is_forbidbuybyredeem,trans_flag,fundsub_type,subscribe_beigin,sina_subscribe_beigin,help_sina_subscribe_beigin,sina_subscribe_end,subscribe_end,zjzfe,fund_scale,fund_manager,u_time,c_time,to_this_day_incratio,l_day,forbidbonustype,status,qdii_confirm_day,ta_code,min_value1,min_value2,can_buy,type2_id_desc,jz_and_sy,min_value
1816,040022,华安可转债债券A,80000228,华安可转债债券A,华安可转换债券债券型证券投资基金,hajjglyxgs,中低风险,A,E,x1001,x2003,x3005,,0,0.0000,0.0000,0.0000,-0.0061,0.0000,1.4710,1.4710,2020-11-11,0,1.00,-0.0061,0.0145,-0.0108,0.1989,0.1333,0.0753,0.2228,0.0000,0.0000,0.0080,0.0010,0.1000,0.0010,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-07-21 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '贺涛', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30043456'}]",2020-11-12 15:21:28,2016-09-19 09:10:55,0.4710,2,0,1,0,04,10,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),10.00
1817,040021,华安大中华升级股票(QDII),80000228,华安大中华升级股票(QDII),华安大中华升级股票型证券投资基金,hajjglyxgs,高风险,A,5,x1001,x2006,x3002,,0,0.0000,0.0000,0.0000,-0.0254,0.0000,1.5350,1.5350,2020-11-10,0,1.00,-0.0254,-0.0291,-0.0400,0.1180,0.0871,0.1664,-0.0052,0.0000,0.0000,0.0150,0.0015,0.1000,0.0050,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,32936600.0000,,"[{'name': '翁启森', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30062210'}, {'name': '苏圻涵', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30060264'}]",2020-11-12 15:19:20,2016-09-19 09:10:55,0.5350,6,0,1,1,04,10,10,"{'show': '暂停购买', 'canbuy': None}",QDII型,/(11-10),10.00
1818,040020,华安升级主题股票,80000228,华安升级主题股票,华安升级主题混合型证券投资基金,hajjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0000,0.0000,0.0000,-0.0073,0.0000,2.5820,2.5820,2020-11-11,0,1.00,-0.0073,0.0885,0.1320,0.7434,0.6976,0.6239,1.0395,0.0000,0.0000,0.0150,0.0015,0.1000,0.0050,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '饶晓鹏', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30243160'}]",2020-11-12 15:21:27,2016-09-19 09:10:55,2.7461,2,0,1,0,04,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.00
1819,040019,华安稳固收益债券C,80000228,华安稳固收益债券C,华安稳固收益债券型证券投资基金,hajjglyxgs,中低风险,A,E,x1001,x2003,x3003,,0,0.0000,0.0000,0.0000,-0.0037,0.0000,1.0690,1.0690,2020-11-11,0,1.00,-0.0037,0.0000,-0.0046,0.0515,0.0363,-0.0069,0.1347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '郑可成', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30040525'}, {'name': '石雨欣', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30341968'}]",2020-11-12 15:21:26,2016-09-19 09:10:55,0.7083,2,0,1,0,04,10,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),10.00
1820,040018,华安香港精选股票(QDII),80000228,华安香港精选股票(QDII),华安香港精选股票型证券投资基金,hajjglyxgs,高风险,A,5,x1001,x2006,x3002,,0,0.0000,0.0000,0.0000,-0.0270,0.0000,1.9800,1.9800,2020-11-10,0,1.00,-0.0270,-0.0341,0.0061,0.4286,0.3779,0.3026,0.3479,0.0000,0.0000,0.0160,0.0016,0.1000,0.0050,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '翁启森', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30062210'}, {'name': '苏圻涵', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30060264'}]",2020-11-12 15:17:20,2016-09-19 09:10:55,0.9800,6,0,1,1,04,10,10,"{'show': '暂停购买', 'canbuy': None}",QDII型,/(11-10),10.00
1821,040016,华安行业轮动混合,80000228,华安行业轮动混合,华安行业轮动混合型证券投资基金,hajjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0000,0.0000,0.0000,-0.0070,0.0000,3.1418,3.1418,2020-11-11,0,1.00,-0.0070,0.0797,0.1274,0.7214,0.6612,0.5874,1.2355,0.0000,0.0000,0.0150,0.0015,0.1000,0.0050,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2020-05-15 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '饶晓鹏', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30243160'}]",2020-11-12 15:21:25,2016-09-19 09:10:55,3.8281,2,0,1,0,04,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.00
1822,040015,华安动态灵活配置混合,80000228,华安动态灵活配置混合,华安动态灵活配置混合型证券投资基金,hajjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0000,0.0000,0.0000,-0.0297,0.0000,2.7080,2.7080,2020-11-11,0,1.00,-0.0297,0.0173,0.0265,0.5078,0.3635,0.2226,0.6472,0.0000,0.0000,0.0150,0.0015,0.1000,0.0050,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '蒋璆', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30271091'}]",2020-11-12 15:21:24,2016-09-19 09:10:55,3.1935,2,0,1,0,04,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.00
1823,040013,华安强化收益债券B,80000228,华安强化收益债券B,华安强化收益债券型证券投资基金,hajjglyxgs,中低风险,A,E,x1001,x2003,x3005,,0,0.0000,0.0000,0.0000,-0.0034,0.0000,1.1780,1.1780,2020-11-11,0,1.00,-0.0034,-0.0106,-0.0319,0.0787,0.0592,0.0186,0.1904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,38992900.0000,,"[{'name': '苏玉平', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30048419'}]",2020-11-12 15:21:22,2016-09-19 09:10:55,1.1786,2,0,1,0,04,10,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),10.00
1824,040012,华安强化收益债券A,80000228,华安强化收益债券A,华安强化收益债券型证券投资基金,hajjglyxgs,中低风险,A,E,x1001,x2003,x3005,,0,0.0000,0.0000,0.0000,-0.0034,0.0000,1.1840,1.1840,2020-11-11,0,1.00,-0.0034,-0.0089,-0.0302,0.0845,0.0640,0.0218,0.2070,0.0000,0.0000,0.0080,0.0010,0.1000,0.0010,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '苏玉平', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30048419'}]",2020-11-12 15:21:21,2016-09-19 09:10:55,1.2884,2,0,1,0,04,10,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),10.00
1825,040011,华安核心优选混合,80000228,华安核心优选混合,华安核心优选混合型证券投资基金,hajjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0000,0.0000,0.0000,-0.0070,0.0000,2.3301,2.3301,2020-11-11,0,1.00,-0.0070,0.0801,0.1312,0.6871,0.5582,0.5749,0.9756,0.0000,0.0000,0.0150,0.0015,0.1000,0.0050,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '陆秋渊', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30499511'}, {'name': '盛骅', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30166092'}]",2020-11-12 15:21:20,2016-09-19 09:10:55,5.0889,2,0,1,0,04,10,1,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.00
