id,fund_code,fund_name,company_id,fund_short_name,fund_legal_name,fund_pinyin,fund_risk_level,share_type,fund_type,type1_id,type2_id,type3_id,help_type4_id,is_money_fund,hf_incomeratio,income,incomeratio,incomeratio_t001,incomeratio_s010,netvalue,total_netvalue,navdate,fund_state,min_share,day_incratio,month_incratio,quarter_incratio,year_incratio,this_year_incratio,half_year_incratio,three_year_incratio,feerate1,sina_feerate1,feerate2,sina_feerate2,discountrate2,feerate3,sina_feerate3,dayinc,subscribe_state,declare_state,withdraw_state,valuagr_state,trend_state,hopedeclare_state,declareend_day,redeemend_day,open_day,is_forbidbuybyredeem,trans_flag,fundsub_type,subscribe_beigin,sina_subscribe_beigin,help_sina_subscribe_beigin,sina_subscribe_end,subscribe_end,zjzfe,fund_scale,fund_manager,u_time,c_time,to_this_day_incratio,l_day,forbidbonustype,status,qdii_confirm_day,ta_code,min_value1,min_value2,can_buy,type2_id_desc,jz_and_sy,min_value
3103,005870,鹏华沪深300指数增强,80000230,鹏华沪深300指数增强,鹏华沪深300指数增强型证券投资基金,phjjglyxgs,高风险,A,F,x1001,x2002,x3008,h4002,0,0.0000,0.0000,0.0000,-0.0102,0.0000,1.3355,1.3355,2020-11-11,0,5.00,-0.0102,0.0331,0.0573,0.3271,0.2857,0.3203,0.0000,0.0000,0.0000,0.0120,0.0012,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '罗捷', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30537682'}]",2020-11-12 15:01:51,2018-05-23 22:50:20,0.3591,2,0,1,0,99,10,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),10.00
5046,005869,平安MSCI中国A股国际ETF联接C,80168726,平安MSCI中国A股国际ETF联接C,平安MSCI中国A股国际交易型开放式指数证券投资基金联接基金,pajjglyxgs,高风险,A,S,x1001,x2002,x3008,,0,0.0000,0.0000,0.0000,-0.0090,0.0000,1.5580,1.5580,2020-11-11,0,0.00,-0.0090,0.0363,0.0392,0.3642,0.2857,0.2852,0.0000,0.0000,0.0000,0.0150,0.0015,0.1000,0.0000,0.0000,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,0000-00-00 00:00:00,2020-11-13 00:00:00,2020-11-13,74083200.0000,,"[{'name': '成钧', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30526897'}, {'name': '钱晶', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30138974'}]",2020-11-12 15:31:57,2020-09-24 09:22:48,0.5580,2,0,1,0,70,0,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),0.01
5047,005868,平安MSCI中国A股国际ETF联接A,80168726,平安MSCI中国A股国际ETF联接A,平安MSCI中国A股国际交易型开放式指数证券投资基金联接基金,pajjglyxgs,高风险,A,S,x1001,x2002,x3008,,0,0.0000,0.0000,0.0000,-0.0091,0.0000,1.5633,1.5633,2020-11-11,0,0.00,-0.0091,0.0363,0.0394,0.3657,0.2869,0.2858,0.0000,0.0000,0.0000,0.0100,0.0010,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,0000-00-00 00:00:00,2020-11-13 00:00:00,2020-11-13,29300700.0000,,"[{'name': '成钧', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30526897'}, {'name': '钱晶', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30138974'}]",2020-11-12 15:31:58,2020-09-24 09:22:48,0.5633,2,0,1,0,70,0,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),0.01
3125,005866,浦银量化多策略C,80091787,浦银量化多策略C,浦银安盛量化多策略灵活配置混合型证券投资基金,pyasjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0000,0.0000,0.0000,-0.0017,0.0000,1.3053,1.3053,2020-11-11,0,5.00,-0.0017,0.0141,-0.0034,0.1718,0.1356,0.1171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,2018-07-09,2018-07-09 00:00:00,0000-00-00 00:00:00,2018-08-31 00:00:00,2018-08-31,672125.0000,,"[{'name': '陈士俊', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30065466'}]",2020-11-12 15:00:07,2018-07-06 23:38:37,0.3053,2,0,1,0,99,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.00
3124,005865,浦银量化多策略A,80091787,浦银量化多策略A,浦银安盛量化多策略灵活配置混合型证券投资基金,pyasjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0000,0.0000,0.0000,-0.0017,0.0000,1.3779,1.3779,2020-11-11,0,5.00,-0.0017,0.0148,-0.0014,0.1841,0.1453,0.1233,0.0000,0.0120,0.0012,0.0150,0.0015,0.1000,0.0050,0.0010,1.0000,0,1,1,1,1,1,2020-11-12,0001-01-01,0000-00-00,1,1,1,2018-07-09,2018-07-09 00:00:00,0000-00-00 00:00:00,2018-08-31 00:00:00,2018-08-31,99999999.9999,,"[{'name': '陈士俊', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30065466'}]",2020-11-12 15:23:55,2018-07-06 23:38:37,0.3779,2,0,1,0,99,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.00
4364,005859,南方固胜混合,80000220,南方固胜混合,南方固胜定期开放混合型证券投资基金,nfjjglgfyxgs,中等风险,A,A,x1001,x2001,x3004,h4001,0,0.0000,0.0000,0.0000,-0.0009,0.0000,1.0904,1.0904,2020-04-01,4,0.00,-0.0009,-0.0202,-0.0019,0.0598,-0.0019,0.0498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0015,1.0000,0,0,0,0,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,33888400.0000,,,2020-11-12 15:39:54,2019-11-05 10:28:30,0.0904,2,0,1,0,01,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(04-01),10.00
3282,005856,中科沃土沃瑞C,80500769,中科沃土沃瑞C,中科沃土沃瑞灵活配置混合型发起式证券投资基金,zkwtjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0000,0.0000,0.0000,-0.0292,0.0000,2.1279,2.1279,2020-11-11,0,1.00,-0.0292,0.0698,0.1380,0.8676,0.7405,0.4058,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2018-09-28,2018-09-28 00:00:00,0000-00-00 00:00:00,2018-12-28 00:00:00,2018-12-28,12048400.0000,,"[{'name': '黄艺明', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30559639'}, {'name': '林皓', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30625936'}]",2020-11-12 14:59:45,2018-11-02 23:38:12,1.1279,2,0,1,0,4L,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.00
3281,005855,中科沃土沃瑞A,80500769,中科沃土沃瑞A,中科沃土沃瑞灵活配置混合型发起式证券投资基金,zkwtjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0000,0.0000,0.0000,-0.0293,0.0000,2.1454,2.1454,2020-11-11,0,1.00,-0.0293,0.0701,0.1400,0.8709,0.7424,0.4139,0.0000,0.0120,0.0012,0.0150,0.0015,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2018-09-28,2018-09-28 00:00:00,0000-00-00 00:00:00,2018-12-28 00:00:00,2018-12-28,14881200.0000,,"[{'name': '黄艺明', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30559639'}, {'name': '林皓', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30625936'}]",2020-11-12 15:12:25,2018-11-02 23:38:12,1.1454,2,0,1,0,4L,10,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),10.00
3101,005851,财通新视野灵活配置混合A,80161341,财通新视野灵活配置混合A,财通新视野灵活配置混合型证券投资基金,ctjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0000,0.0000,0.0000,-0.0099,0.0000,1.5972,1.5972,2020-11-11,0,100.00,-0.0099,0.1058,0.0204,0.4062,0.2646,0.2229,0.0000,0.0120,0.0012,0.0150,0.0015,0.1000,0.0000,0.0000,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2018-05-21,2018-05-21 00:00:00,0000-00-00 00:00:00,2018-06-20 00:00:00,2018-06-20,15104700.0000,,"[{'name': '谈洁颖', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30178536'}]",2020-11-12 14:57:54,2018-05-20 22:46:21,0.5972,1,0,1,0,72,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.00
3730,005850,财通量化价值优选混合,80161341,财通量化价值优选混合,财通量化价值优选灵活配置混合型证券投资基金,ctjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0000,0.0000,0.0000,-0.0062,0.0000,1.4506,1.4506,2020-11-11,0,100.00,-0.0062,0.0231,0.0249,0.3261,0.2502,0.2249,0.0000,0.0120,0.0012,0.0150,0.0015,0.0000,0.0150,0.0015,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '朱海东', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30615007'}]",2020-11-12 15:26:02,2019-02-11 09:15:59,0.4506,1,0,1,0,72,1000,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.00
