id,fund_code,fund_name,company_id,fund_short_name,fund_legal_name,fund_pinyin,fund_risk_level,share_type,fund_type,type1_id,type2_id,type3_id,help_type4_id,is_money_fund,hf_incomeratio,income,incomeratio,incomeratio_t001,incomeratio_s010,netvalue,total_netvalue,navdate,fund_state,min_share,day_incratio,month_incratio,quarter_incratio,year_incratio,this_year_incratio,half_year_incratio,three_year_incratio,feerate1,sina_feerate1,feerate2,sina_feerate2,discountrate2,feerate3,sina_feerate3,dayinc,subscribe_state,declare_state,withdraw_state,valuagr_state,trend_state,hopedeclare_state,declareend_day,redeemend_day,open_day,is_forbidbuybyredeem,trans_flag,fundsub_type,subscribe_beigin,sina_subscribe_beigin,help_sina_subscribe_beigin,sina_subscribe_end,subscribe_end,zjzfe,fund_scale,fund_manager,u_time,c_time,to_this_day_incratio,l_day,forbidbonustype,status,qdii_confirm_day,ta_code,min_value1,min_value2,can_buy,type2_id_desc,jz_and_sy,min_value
3433,002820,招商丰美混合C,80036782,招商丰美混合C,招商丰美灵活配置混合型证券投资基金,zsjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4001,0,0.0000,0.0000,0.0000,-0.0008,0.0000,1.2210,1.2210,2020-11-11,4,1.00,-0.0008,0.0269,0.0363,0.1816,0.1393,0.1144,0.2843,0.0000,0.0000,0.0150,0.0015,0.0000,0.0150,0.0015,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2016-11-07,2016-11-07 00:00:00,0000-00-00 00:00:00,2016-11-07 00:00:00,2016-11-07,38967.6000,,"[{'name': '王刚', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30481991'}]",2020-11-12 15:21:04,2018-12-04 09:14:01,0.3947,2,0,1,0,17,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
3432,002819,招商丰美混合A,80036782,招商丰美混合A,招商丰美灵活配置混合型证券投资基金,zsjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4001,0,0.0000,0.0000,0.0000,-0.0008,0.0000,1.2180,1.2180,2020-11-11,4,1.00,-0.0008,0.0270,0.0364,0.1832,0.1420,0.1160,0.2920,0.0000,0.0000,0.0150,0.0015,0.0000,0.0150,0.0015,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2016-11-07,2016-11-07 00:00:00,0000-00-00 00:00:00,2016-11-07 00:00:00,2016-11-07,99999999.9999,,"[{'name': '王刚', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30481991'}]",2020-11-12 15:21:02,2018-12-04 09:14:01,0.4044,2,0,1,0,17,0,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),0.01
3549,002818,招商招恒纯债C,80036782,招商招恒纯债C,招商招恒纯债债券型证券投资基金,zsjjglyxgs,低风险,A,1,x1001,x2003,x3012,,0,0.0000,0.0000,0.0000,0.0009,0.0000,1.0700,1.0700,2020-11-11,4,100.00,0.0009,0.0038,0.0019,0.0190,0.0094,-0.0138,0.0775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0010,1.0000,0,0,0,0,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,5944.0000,,"[{'name': '孙麓深', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30627879'}]",2020-11-12 15:07:30,2018-12-24 10:17:29,0.0806,1,0,1,0,17,0,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),0.01
3548,002817,招商招恒纯债A,80036782,招商招恒纯债A,招商招恒纯债债券型证券投资基金,zsjjglyxgs,低风险,A,1,x1001,x2003,x3012,,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.0880,1.0880,2020-11-11,4,100.00,0.0000,0.0028,0.0009,0.0206,0.0102,-0.0136,0.0837,0.0000,0.0000,0.0080,0.0010,0.0000,0.0100,0.0010,1.0000,0,0,0,0,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '孙麓深', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30627879'}]",2020-11-12 15:07:29,2018-12-24 10:17:28,0.0993,1,0,1,0,17,0,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),0.01
3547,002816,招商招益两年定开债C,80036782,招商招益两年定开债C,招商招益两年定期开放债券型证券投资基金,zsjjglyxgs,中低风险,A,1,x1001,x2003,x3003,,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,2019-01-16,4,100.00,0.0000,0.0000,0.0047,0.0547,0.0000,0.0208,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0010,1.0000,0,0,0,0,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,4104910.0000,,,2020-11-12 15:07:27,2018-12-24 10:17:28,0.0800,1,0,1,0,17,0,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(01-16),0.01
3546,002815,招商招益两年定开债A,80036782,招商招益两年定开债A,招商招益两年定期开放债券型证券投资基金,zsjjglyxgs,中低风险,A,1,x1001,x2003,x3003,,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,2019-01-16,4,100.00,0.0000,0.0000,0.0056,0.0584,-0.0010,0.0226,0.0000,0.0000,0.0000,0.0060,0.0010,0.0000,0.0100,0.0010,1.0000,0,0,0,0,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,8076120.0000,,,2020-11-12 15:07:26,2018-12-24 10:17:28,0.0870,1,0,1,0,17,0,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(01-16),0.01
1236,002814,博时颐泰混合C,80000226,博时颐泰混合C,博时颐泰混合型证券投资基金,bsjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4001,0,0.0000,0.0000,0.0000,-0.0015,0.0000,1.2457,1.2457,2020-11-11,0,10.00,-0.0015,0.0207,0.0175,0.0780,0.0451,0.0222,0.2201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,0.0010,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,2016-06-10,2016-06-10 00:00:00,0000-00-00 00:00:00,2016-07-11 00:00:00,2016-07-11,5360400.0000,,"[{'name': '孙少锋', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30343435'}, {'name': '杨永光', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30157009'}]",2020-11-12 15:42:05,2016-06-21 08:40:14,0.2457,2,0,1,0,05,100,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),100.00
1237,002813,博时颐泰混合A,80000226,博时颐泰混合A,博时颐泰混合型证券投资基金,bsjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4001,0,0.0000,0.0000,0.0000,-0.0014,0.0000,1.2734,1.2734,2020-11-11,0,10.00,-0.0014,0.0213,0.0188,0.0835,0.0497,0.0249,0.2399,0.0100,0.0010,0.0120,0.0012,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,2016-06-10,2016-06-10 00:00:00,0000-00-00 00:00:00,2016-07-11 00:00:00,2016-07-11,99999999.9999,,"[{'name': '杨永光', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30157009'}, {'name': '孙少锋', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30343435'}]",2020-11-12 15:42:04,2016-06-21 08:40:14,0.2734,2,0,1,0,05,100,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),100.00
1449,002811,博时裕顺纯债债券,80000226,博时裕顺纯债债券,博时裕顺纯债债券型证券投资基金,bsjjglyxgs,低风险,A,E,x1001,x2003,x3012,,0,0.0000,0.0000,0.0000,0.0000,0.0000,1.1430,1.1430,2020-11-11,0,1.00,0.0000,0.0026,0.0079,0.0391,0.0297,0.0079,0.1691,0.0060,0.0010,0.0080,0.0010,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '程卓', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30386071'}]",2020-11-12 15:42:02,2016-08-16 09:10:23,0.1901,2,0,1,0,05,10,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),10.00
2151,002808,泓德优势领航混合,80500770,泓德优势领航混合,泓德优势领航灵活配置混合型证券投资基金,hongdjjglyxgs,中等风险,A,A,x1001,x2001,x3004,h4002,0,0.0000,0.0000,0.0000,-0.0092,0.0000,1.9776,1.9776,2020-11-11,0,0.00,-0.0092,0.0742,0.0993,0.6535,0.5085,0.3536,0.8193,0.0120,0.0012,0.0150,0.0015,0.1000,0.0075,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,2016-11-25,2016-11-25 00:00:00,0000-00-00 00:00:00,2017-01-09 00:00:00,2017-01-09,99999999.9999,,"[{'name': '王克玉', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30061544'}]",2020-11-12 15:42:01,2016-11-28 09:10:49,0.9776,2,0,1,0,4D,1000,1000,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),1000.00
