id,fund_code,fund_name,company_id,fund_short_name,fund_legal_name,fund_pinyin,fund_risk_level,share_type,fund_type,type1_id,type2_id,type3_id,help_type4_id,is_money_fund,hf_incomeratio,income,incomeratio,incomeratio_t001,incomeratio_s010,netvalue,total_netvalue,navdate,fund_state,min_share,day_incratio,month_incratio,quarter_incratio,year_incratio,this_year_incratio,half_year_incratio,three_year_incratio,feerate1,sina_feerate1,feerate2,sina_feerate2,discountrate2,feerate3,sina_feerate3,dayinc,subscribe_state,declare_state,withdraw_state,valuagr_state,trend_state,hopedeclare_state,declareend_day,redeemend_day,open_day,is_forbidbuybyredeem,trans_flag,fundsub_type,subscribe_beigin,sina_subscribe_beigin,help_sina_subscribe_beigin,sina_subscribe_end,subscribe_end,zjzfe,fund_scale,fund_manager,u_time,c_time,to_this_day_incratio,l_day,forbidbonustype,status,qdii_confirm_day,ta_code,min_value1,min_value2,can_buy,type2_id_desc,jz_and_sy,min_value
832,050024,博时上证自然资源ETF联接,80000226,博时上证自然资源ETF联接,博时上证自然资源交易型开放式指数证券投资基金联接基金,bsjjglyxgs,高风险,A,F,x1001,x2002,x3008,h4001,0,0.0000,0.0000,0.0000,0.0025,0.0000,0.6769,0.6769,2020-11-11,0,1.00,0.0025,0.0660,0.0196,0.1905,0.0626,0.2256,-0.1373,0.0100,0.0010,0.0120,0.0012,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2020-05-20 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '万琼', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30335068'}, {'name': '王祥', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30133415'}]",2020-11-12 15:37:27,2016-04-07 15:10:03,-0.3229,2,0,1,0,05,500,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),500.00
867,050023,博时天颐债券A,80000226,博时天颐债券A,博时天颐债券型证券投资基金,bsjjglyxgs,中低风险,A,E,x1001,x2003,x3005,,0,0.0000,0.0000,0.0000,-0.0013,0.0000,1.5230,1.5230,2020-11-11,0,10.00,-0.0013,0.0066,-0.0130,0.1265,0.0840,0.0174,0.3198,0.0060,0.0010,0.0080,0.0010,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '王衍胜', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30487071'}, {'name': '王申', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30132152'}]",2020-11-12 15:37:26,2016-04-07 15:10:03,0.8593,2,0,1,0,05,500,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),500.00
831,050022,博时回报灵活配置混合,80000226,博时回报灵活配置混合,博时回报灵活配置混合型证券投资基金,bsjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0000,0.0000,0.0000,-0.0171,0.0000,1.8390,1.8390,2020-11-11,0,10.00,-0.0171,0.0234,-0.0113,0.4511,0.3117,0.2561,1.0101,0.0120,0.0012,0.0150,0.0015,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '肖瑞瑾', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30469322'}]",2020-11-12 15:37:25,2016-04-07 15:10:03,2.5656,2,0,1,0,05,500,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),500.00
3726,050021,博时创业板ETF联接A,80000226,博时创业板ETF联接A,博时创业板交易型开放式指数证券投资基金联接基金,bsjjglyxgs,高风险,A,F,x1001,x2002,x3008,h4002,0,0.0000,0.0000,0.0000,-0.0312,0.0000,2.1943,2.1943,2020-11-11,0,10.00,-0.0312,0.0039,0.0121,0.5801,0.4813,0.2763,0.4406,0.0000,0.0000,0.0080,0.0010,0.0000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '尹浩', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30257052'}]",2020-11-12 15:27:38,2019-01-28 10:23:51,1.1944,2,0,1,0,05,500,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),500.00
1031,050019,博时转债增强债券A,80000226,博时转债增强债券A,博时转债增强债券型证券投资基金,bsjjglyxgs,中低风险,A,E,x1001,x2003,x3005,,0,0.0000,0.0000,0.0000,-0.0089,0.0000,1.7860,1.7860,2020-11-11,0,10.00,-0.0089,0.0090,0.0022,0.2794,0.1939,0.1946,0.2455,0.0060,0.0010,0.0080,0.0010,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '邓欣雨', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30064759'}]",2020-11-12 15:37:24,2016-04-07 15:10:07,0.7916,2,0,1,0,05,500,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),500.00
1030,050018,博时行业轮动混合,80000226,博时行业轮动混合,博时行业轮动混合型证券投资基金,bsjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0000,0.0000,0.0000,0.0024,0.0000,1.6550,1.6550,2020-11-11,0,10.00,0.0024,0.0705,0.0616,0.4133,0.2711,0.2519,0.2672,0.0120,0.0012,0.0150,0.0015,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '陈雷', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30299591'}]",2020-11-12 15:37:23,2016-04-07 15:10:07,0.6550,2,0,1,0,05,500,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),500.00
1029,050016,博时宏观回报债券A,80000226,博时宏观回报债券A,博时宏观回报债券型证券投资基金,bsjjglyxgs,中低风险,A,E,x1001,x2003,x3005,,0,0.0000,0.0000,0.0000,-0.0014,0.0000,1.4520,1.4520,2020-11-11,0,1.00,-0.0014,0.0090,-0.0122,0.1275,0.0871,0.0327,0.3403,0.0060,0.0010,0.0080,0.0010,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-11-27 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '王申', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30132152'}, {'name': '王衍胜', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30487071'}]",2020-11-12 15:37:22,2016-04-07 15:10:07,0.6203,2,0,1,0,05,500,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),500.00
1028,050014,博时创业成长混合,80000226,博时创业成长混合,博时创业成长混合型证券投资基金,bsjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0000,0.0000,0.0000,-0.0076,0.0000,3.0150,3.0150,2020-11-11,0,10.00,-0.0076,-0.0230,-0.0435,0.4882,0.4063,0.2070,0.5128,0.0120,0.0012,0.0150,0.0015,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '韩茂华', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30080490'}]",2020-11-12 15:37:21,2016-04-07 15:10:07,2.2130,2,0,1,0,05,500,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),500.00
1027,050013,博时上证超大盘ETF联接,80000226,博时上证超大盘ETF联接,博时上证超级大盘交易型开放式指数证券投资基金联接基金,bsjjglyxgs,高风险,A,F,x1001,x2002,x3008,h4002,0,0.0000,0.0000,0.0000,0.0015,0.0000,1.2815,1.2815,2020-11-11,0,10.00,0.0015,0.0500,0.0601,0.2385,0.1575,0.2039,0.2127,0.0100,0.0010,0.0120,0.0012,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-12-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '尹浩', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30257052'}]",2020-11-12 15:37:19,2016-04-07 15:10:07,0.2815,2,0,1,0,05,500,10,"{'show': '暂停购买', 'canbuy': None}",股票型,/(11-11),500.00
1026,050012,博时策略配置混合,80000226,博时策略配置混合,博时策略灵活配置混合型证券投资基金,bsjjglyxgs,中高风险,A,A,x1001,x2001,x3006,h4002,0,0.0000,0.0000,0.0000,-0.0170,0.0000,2.1990,2.1990,2020-11-11,0,10.00,-0.0170,0.0295,0.0582,0.4719,0.3813,0.2822,0.5674,0.0120,0.0012,0.0150,0.0015,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '孙少锋', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30343435'}]",2020-11-12 15:37:18,2016-04-07 15:10:07,1.2504,2,0,1,0,05,500,10,"{'show': '暂停购买', 'canbuy': None}",混合型,/(11-11),500.00
