id,fund_code,fund_name,company_id,fund_short_name,fund_legal_name,fund_pinyin,fund_risk_level,share_type,fund_type,type1_id,type2_id,type3_id,help_type4_id,is_money_fund,hf_incomeratio,income,incomeratio,incomeratio_t001,incomeratio_s010,netvalue,total_netvalue,navdate,fund_state,min_share,day_incratio,month_incratio,quarter_incratio,year_incratio,this_year_incratio,half_year_incratio,three_year_incratio,feerate1,sina_feerate1,feerate2,sina_feerate2,discountrate2,feerate3,sina_feerate3,dayinc,subscribe_state,declare_state,withdraw_state,valuagr_state,trend_state,hopedeclare_state,declareend_day,redeemend_day,open_day,is_forbidbuybyredeem,trans_flag,fundsub_type,subscribe_beigin,sina_subscribe_beigin,help_sina_subscribe_beigin,sina_subscribe_end,subscribe_end,zjzfe,fund_scale,fund_manager,u_time,c_time,to_this_day_incratio,l_day,forbidbonustype,status,qdii_confirm_day,ta_code,min_value1,min_value2,can_buy,type2_id_desc,jz_and_sy,min_value
2074,003274,安信永丰定开债券C,80163340,安信永丰定开债券C,安信永丰定期开放债券型证券投资基金,axjjglyxgs,中低风险,A,E,x1001,x2003,x3003,,0,0.0000,0.0000,0.0000,-0.0006,0.0000,1.0761,1.0761,2020-11-11,4,1.00,-0.0006,0.0057,0.0039,0.0349,0.0269,-0.0061,0.0858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0015,1.0000,0,0,0,0,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,12082300.0000,,"[{'name': '潘巍', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30564866'}]",2020-11-12 15:42:41,2016-11-14 09:40:38,0.0761,2,0,1,0,75,1,1,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),1.00
2075,003273,安信永丰定开债券A,80163340,安信永丰定开债券A,安信永丰定期开放债券型证券投资基金,axjjglyxgs,中低风险,A,E,x1001,x2003,x3003,,0,0.0000,0.0000,0.0000,-0.0006,0.0000,1.0853,1.0853,2020-11-11,4,1.00,-0.0006,0.0059,0.0044,0.0369,0.0287,-0.0051,0.0922,0.0050,0.0010,0.0070,0.0010,0.1000,0.0000,0.0000,1.0000,0,0,0,0,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,37393400.0000,,"[{'name': '潘巍', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30564866'}]",2020-11-12 15:42:40,2016-11-14 09:40:38,0.0853,2,0,1,0,75,1,1,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),1.00
3403,003270,招商招乾纯债C,80036782,招商招乾纯债C,招商招乾3个月定期开放债券型发起式证券投资基金,zsjjglyxgs,中低风险,A,1,x1001,x2003,x3003,,0,0.0000,0.0000,0.0000,-0.0004,0.0000,1.0610,1.0610,2020-11-11,4,100.00,-0.0004,0.0035,0.0042,0.0236,0.0142,-0.0114,0.1249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,2231.0000,,"[{'name': '周欣宇', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30524087'}]",2020-11-12 15:12:29,2018-12-04 09:13:19,0.3119,1,0,1,0,17,0,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),0.01
3402,003269,招商招乾纯债A,80036782,招商招乾纯债A,招商招乾3个月定期开放债券型发起式证券投资基金,zsjjglyxgs,低风险,A,1,x1001,x2003,x3012,,0,0.0000,0.0000,0.0000,-0.0003,0.0000,1.0801,1.0801,2020-11-11,4,100.00,-0.0003,0.0033,0.0038,0.0233,0.0137,-0.0123,0.1278,0.0000,0.0000,0.0080,0.0010,0.0000,0.0010,0.0010,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '周欣宇', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30524087'}]",2020-11-12 15:12:28,2018-12-04 09:13:19,0.3632,1,0,1,0,17,0,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),0.01
1480,003268,博时悦楚纯债债券,80000226,博时悦楚纯债债券,博时悦楚纯债债券型证券投资基金,bsjjglyxgs,低风险,A,E,x1001,x2003,x3012,,0,0.0000,0.0000,0.0000,-0.0002,0.0000,1.0182,1.0182,2020-11-11,0,1.00,-0.0002,0.0028,0.0048,0.0303,0.0208,-0.0090,0.1178,0.0060,0.0010,0.0080,0.0010,0.1000,0.0150,0.0015,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,2016-08-29,2016-08-29 00:00:00,0000-00-00 00:00:00,2016-09-13 00:00:00,2016-09-13,99999999.9999,,"[{'name': '程卓', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30386071'}]",2020-11-12 15:42:39,2016-08-30 09:00:31,0.1160,0,0,1,0,05,10,1,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),10.00
3560,003266,招商招坤纯债C,80036782,招商招坤纯债C,招商招坤纯债债券型证券投资基金,zsjjglyxgs,低风险,A,1,x1001,x2003,x3012,,0,0.0000,0.0000,0.0000,-0.0004,0.0000,1.1245,1.1245,2020-11-11,0,1.00,-0.0004,0.0040,0.0092,0.0359,0.0288,0.0027,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0010,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '郭敏', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30574812'}]",2020-11-12 15:22:39,2018-12-28 10:16:04,0.1435,1,0,1,0,17,0,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),0.01
3559,003265,招商招坤纯债A,80036782,招商招坤纯债A,招商招坤纯债债券型证券投资基金,zsjjglyxgs,低风险,A,1,x1001,x2003,x3012,,0,0.0000,0.0000,0.0000,-0.0004,0.0000,1.1440,1.1440,2020-11-11,0,1.00,-0.0004,0.0044,0.0102,0.0402,0.0325,0.0047,0.1439,0.0000,0.0000,0.0080,0.0010,0.0000,0.0010,0.0010,1.0000,0,1,1,1,1,1,2020-11-12,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '郭敏', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30574812'}]",2020-11-12 15:22:38,2018-12-28 10:16:04,0.1630,1,0,1,0,17,0,10,"{'show': '暂停购买', 'canbuy': None}",债券型,/(11-11),0.01
1870,003264,新华活期添利货币B,80000249,新华活期添利货币B,新华活期添利货币市场基金,xhjjglgfyxgs,低风险,A,2,x1001,x2005,x3020,,0,0.6357,0.0000,0.0241,0.0000,0.0241,0.6357,0.6357,2020-11-11,0,0.00,0.0000,0.0021,0.0056,0.0233,0.0195,0.0104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,1,1,1,1,1,0000-00-00,0000-00-00,0000-00-00,1,0,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,99999999.9999,,"[{'name': '王滨', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30309404'}, {'name': '李洁', 'url': 'http://stock.finance.sina.com.cn/manager/view/mInfo.php?mid=30658877'}]",2020-11-12 15:42:38,2016-09-23 09:00:55,0.0195,0,1,1,0,43,0,5000000,"{'show': '暂停购买', 'canbuy': None}",货币型,/(11-11),0.01
2076,003262,安信沪深301增强股票C,80163340,安信沪深301增强股票C,安信沪深300指数增强型发起式证券投资基金,axjjglyxgs,高风险,A,F,x1001,x2002,x3008,h4002,0,0.0000,0.0000,0.0000,0.0090,0.0000,1.1896,1.1896,2019-10-11,4,1.00,0.0090,-0.0115,0.0131,0.2050,0.2403,-0.0375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,0,0,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2019-02-12 00:00:00,2020-11-13 00:00:00,2020-11-13,2333060.0000,,,2020-11-12 15:42:37,2016-11-14 09:40:38,0.1896,2,0,1,0,75,1,1,"{'show': '暂停购买', 'canbuy': None}",股票型,/(10-11),1.00
2077,003261,安信沪深300增强股票A,80163340,安信沪深300增强股票A,安信沪深300指数增强型发起式证券投资基金,axjjglyxgs,高风险,A,F,x1001,x2002,x3008,h4002,0,0.0000,0.0000,0.0000,0.0091,0.0000,1.2045,1.2045,2019-10-11,4,1.00,0.0091,-0.0111,0.0144,0.2110,0.2452,-0.0351,0.0000,0.0100,0.0010,0.0120,0.0012,0.1000,0.0150,0.0015,1.0000,0,0,0,0,1,1,0000-00-00,0000-00-00,0000-00-00,1,1,1,-0001-11-30,0000-00-00 00:00:00,2018-01-01 00:00:00,2020-11-13 00:00:00,2020-11-13,14236900.0000,,,2020-11-12 15:42:36,2016-11-14 09:40:38,0.2045,2,0,1,0,75,1,1,"{'show': '暂停购买', 'canbuy': None}",股票型,/(10-11),1.00
